Id,Label,Search Term,Notes,Name,Sub Theme,Sub Sub Theme,Level,IsHoliday?,isOccasion?,isSeason?,isBusinessTheme?,isSpring?,isSummer?,isFall?,isWinter?,isXmas?,ConflictsWith,Related FL Theme (ref),Related Parent FL Theme Label
523,Beaches & Nautical,Beaches-Nautical,,Beaches & Nautical,,,1.000000,False,False,False,False,True,True,True,True,True,,,
181,Beaches & Nautical: Beach,Beach,,Beaches & Nautical,Beach,,2.000000,False,False,False,False,False,True,True,True,True,,523,Beaches & Nautical
944,Beaches & Nautical: Beach: Coastal,Coastal,,Beaches & Nautical,Beach,Coastal,3.000000,False,False,False,False,False,True,True,False,True,,181,Beaches & Nautical: Beach
188,Beaches & Nautical: Lighthouses,Lighthouses,,Beaches & Nautical,Lighthouses,,2.000000,False,False,False,False,True,True,False,False,False,,523,Beaches & Nautical
185,Beaches & Nautical: Nautical,Nautical,,Beaches & Nautical,Nautical,,2.000000,False,False,False,False,True,True,False,False,True,,523,Beaches & Nautical
971,Beaches & Nautical: Nautical: Anchor,Anchor,,Beaches & Nautical,Nautical,Anchor,3.000000,False,False,False,False,False,True,False,False,False,,185,Beaches & Nautical: Nautical
283,Birds,Birds,,Birds,,,1.000000,False,False,False,False,True,True,True,True,True,,,
372,Birds: Blue Jays,Blue-Jays,,Birds,Blue Jays,,2.000000,False,False,False,False,True,True,True,True,True,,283,Birds
366,Birds: Bluebirds,Bluebirds,,Birds,Bluebirds,,2.000000,False,False,False,False,True,True,True,True,True,,283,Birds
364,Birds: Cardinals,Cardinals,,Birds,Cardinals,,2.000000,False,False,False,False,True,True,True,True,True,,283,Birds
367,Birds: Chickadees,Chickadees,,Birds,Chickadees,,2.000000,False,False,False,False,True,True,True,True,True,,283,Birds
303,Birds: Chicks,Chicks,,Birds,Chicks,,2.000000,False,False,False,False,True,False,False,False,False,,283,Birds
390,Birds: Cranes,Cranes,,Birds,Cranes,,2.000000,False,False,False,False,True,True,True,False,False,,283,Birds
343,Birds: Crows,Crows,,Birds,Crows,,2.000000,False,False,False,False,False,False,True,False,False,,283,Birds
306,Birds: Doves,Doves,,Birds,Doves,,2.000000,False,False,False,False,True,False,False,True,True,,283,Birds
378,Birds: Ducks,Ducks,,Birds,Ducks,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
108,Birds: Eagles,Eagles,,Birds,Eagles,,2.000000,False,False,False,False,False,True,False,False,False,,283,Birds
738,Birds: Egrets,Egrets,,Birds,Egrets,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
664,Birds: Exotic Birds,Exotic-birds,,Birds,Exotic Birds,,2.000000,False,False,False,False,True,True,False,False,True,,283,Birds
23,Birds: Flamingos,Flamingos,,Birds,Flamingos,,2.000000,False,False,False,False,True,True,False,False,True,,283,Birds
382,Birds: Geese,Geese,,Birds,Geese,,2.000000,False,False,False,False,True,True,True,False,False,,283,Birds
371,Birds: Goldfinches,Goldfinches,,Birds,Goldfinches,,2.000000,False,False,False,False,True,True,True,True,True,,283,Birds
740,Birds: Grosbeaks,Grosbeaks,,Birds,Grosbeaks,,2.000000,False,False,False,False,True,True,True,False,False,,283,Birds
374,Birds: Herons,Herons,,Birds,Herons,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
373,Birds: House Martins,House-Martins,,Birds,House Martins,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
365,Birds: Hummingbirds,Hummingbirds,,Birds,Hummingbirds,,2.000000,False,False,False,False,True,True,False,True,False,,283,Birds
394,Birds: Kingfishers,Kingfishers,,Birds,Kingfishers,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
379,Birds: Loons,Loons,,Birds,Loons,,2.000000,False,False,False,False,True,True,True,False,False,,283,Birds
220,Birds: Love Birds,Love-Birds,,Birds,Love Birds,,2.000000,False,False,False,False,True,True,True,True,False,,283,Birds
389,Birds: Mockingbirds,Mockingbirds,,Birds,Mockingbirds,,2.000000,False,False,False,False,True,True,True,True,False,,283,Birds
718,Birds: Orioles,Orioles,,Birds,Orioles,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
300,Birds: Owls,Owls,,Birds,Owls,,2.000000,False,False,False,False,False,False,True,True,True,,283,Birds
376,Birds: Parrots,Parrots,,Birds,Parrots,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
395,Birds: Partridges,Partridges,,Birds,Partridges,,2.000000,False,False,False,False,False,False,True,True,True,,283,Birds
302,Birds: Peacocks,Peacocks,,Birds,Peacocks,,2.000000,False,False,False,False,True,True,True,False,False,,283,Birds
380,Birds: Pelicans,Pelicans,,Birds,Pelicans,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
301,Birds: Penguins,Penguins,,Birds,Penguins,,2.000000,False,False,False,False,False,False,False,True,True,,283,Birds
385,Birds: Pheasants,Pheasants,,Birds,Pheasants,,2.000000,False,False,False,False,False,False,True,True,False,,283,Birds
715,Birds: Phoebes,Phoebes,,Birds,Phoebes,,2.000000,False,False,False,False,True,True,True,False,False,,283,Birds
493,Birds: Puffins,Puffins,,Birds,Puffins,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
370,Birds: Robins,Robins,,Birds,Robins,,2.000000,False,False,False,False,True,True,True,True,True,,283,Birds
243,Birds: Roosters,Roosters,,Birds,Roosters,,2.000000,False,False,False,False,True,True,True,True,True,,283,Birds
381,Birds: Sandpipers,Sandpipers,,Birds,Sandpipers,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
369,Birds: Seagulls,Seagulls,,Birds,Seagulls,,2.000000,False,False,False,False,True,True,True,False,False,,283,Birds
386,Birds: Sparrows,Sparrows,,Birds,Sparrows,,2.000000,False,False,False,False,True,True,True,True,False,,283,Birds
388,Birds: Swans,Swans,,Birds,Swans,,2.000000,False,False,False,False,True,True,True,True,False,,283,Birds
735,Birds: Tanagers,Tanagers,,Birds,Tanagers,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
736,Birds: Titmouses,Titmouses,,Birds,Titmouses,,2.000000,False,False,False,False,False,False,True,True,False,,283,Birds
393,Birds: Toucans,Toucans,,Birds,Toucans,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
304,Birds: Turkeys,Turkeys,,Birds,Turkeys,,2.000000,False,False,False,False,False,False,True,False,False,,283,Birds
391,Birds: Warblers,Warblers,,Birds,Warblers,,2.000000,False,False,False,False,True,True,False,False,False,,283,Birds
666,Birds: Water Birds,Water-Birds,,Birds,Water Birds,,2.000000,False,False,False,False,True,True,True,False,False,,283,Birds
387,Birds: Woodpeckers,Woodpeckers,,Birds,Woodpeckers,,2.000000,False,False,False,False,True,True,True,True,True,,283,Birds
720,Birds: Wrens,Wrens,,Birds,Wrens,,2.000000,False,False,False,False,True,True,True,False,False,,283,Birds
996,Business,Business,Ignore for Theme Selection,Business,,,1.000000,False,False,False,True,False,False,False,False,False,,,
999,Business: Charity Usa,charity-usa,Ignore for Theme Selection,Business,Charity Usa,,2.000000,False,False,False,True,False,False,False,False,False,,996,Business
1655,Business: Community Favorites,community-favorites,Ignore for Theme Selection,Business,Community Favorites,,2.000000,False,False,False,True,False,False,False,False,False,,996,Business
1654,Business: Featured Designs,featured-designs,Ignore for Theme Selection,Business,Featured Designs,,2.000000,False,False,False,True,False,False,False,False,False,,996,Business
1000,Business: Fire Sale,fire-sale,Ignore for Theme Selection,Business,Fire Sale,,2.000000,False,False,False,True,False,False,False,False,False,,996,Business
1001,Business: In Stock,in-stock,Ignore for Theme Selection,Business,In Stock,,2.000000,False,False,False,True,False,False,False,False,False,,996,Business
1002,Business: Monthly,monthly,Ignore for Theme Selection,Business,Monthly,,2.000000,False,False,False,True,False,False,False,False,False,,996,Business
1003,Business: New Product,new-product,Ignore for Theme Selection,Business,New Product,,2.000000,False,False,False,True,False,False,False,False,False,,996,Business
679,Butterflies & Insects,Butterflies-Insects,,Butterflies & Insects,,,1.000000,False,False,False,False,True,True,True,False,False,,,
307,Butterflies & Insects: Bees,Bees,,Butterflies & Insects,Bees,,2.000000,False,False,False,False,True,True,False,False,False,,679,Butterflies & Insects
103,Butterflies & Insects: Butterflies,Butterflies,,Butterflies & Insects,Butterflies,,2.000000,False,False,False,False,True,True,True,False,False,,679,Butterflies & Insects
26,Butterflies & Insects: Dragonflies,Dragonflies,,Butterflies & Insects,Dragonflies,,2.000000,False,False,False,False,True,True,True,False,False,,679,Butterflies & Insects
808,Butterflies & Insects: Fireflies,Fireflies,,Butterflies & Insects,Fireflies,,2.000000,False,False,False,False,False,True,False,False,False,,679,Butterflies & Insects
101,Butterflies & Insects: Ladybugs,Ladybugs,,Butterflies & Insects,Ladybugs,,2.000000,False,False,False,False,True,True,True,False,False,,679,Butterflies & Insects
8,Country Living,Country-Living,,Country Living,,,1.000000,False,False,False,False,True,True,True,True,True,,,
190,Country Living: Americana,Americana,,Country Living,Americana,,2.000000,False,False,False,False,True,True,True,True,True,,8,Country Living
57,Country Living: Barn Stars,Barn-Stars,,Country Living,Barn Stars,,2.000000,False,False,False,False,True,True,True,True,True,,8,Country Living
346,Country Living: Country Music,Country-Music,,Country Living,Country Music,,2.000000,False,False,False,False,True,True,True,True,False,,8,Country Living
186,Country Living: Farm Country,Farm,,Country Living,Farm Country,,2.000000,False,False,False,False,True,True,True,True,True,,8,Country Living
948,Country Living: Farmhouse,Farmhouses,,Country Living,Farmhouse,,2.000000,False,False,False,False,True,True,True,True,True,,8,Country Living
53,Country Living: Houses,Farm-House,,Country Living,Houses,,2.000000,False,False,False,False,True,True,True,True,True,,8,Country Living
810,Country Living: Mason Jars,Mason-Jars,,Country Living,Mason Jars,,2.000000,False,False,False,False,True,True,True,True,False,,8,Country Living
179,Country Living: Pineapples,Pineapples,,Country Living,Pineapples,,2.000000,False,False,False,False,False,True,False,False,False,,8,Country Living
959,Country Living: Red Truck,Red-Truck,,Country Living,Red Truck,,2.000000,False,False,False,False,True,True,True,True,True,,8,Country Living
244,Country Living: Scarecrows,Scarecrows,,Country Living,Scarecrows,,2.000000,False,False,False,False,False,False,True,False,False,,8,Country Living
967,Country Living: Truck,Truck,,Country Living,Truck,,2.000000,False,False,False,False,True,True,True,True,True,,8,Country Living
189,Country Living: Western,Western,,Country Living,Western,,2.000000,False,False,False,False,True,True,True,True,True,,8,Country Living
882,Earth,Earth,,Earth,,,1.000000,False,False,False,False,True,True,True,True,False,,,
795,Everything Else,Everything-Else,,Everything Else,,,1.000000,False,False,False,False,True,True,True,True,False,,,
525,Family & Friends,Family-Friends,,Family & Friends,,,1.000000,False,False,False,False,False,False,False,False,False,,,
906,Family & Friends: Anniversary,Anniversary,,Family & Friends,Anniversary,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
322,Family & Friends: Anniversary: Forever,Forever,,Family & Friends,Anniversary,Forever,3.000000,False,False,False,False,False,False,False,False,False,,906,Family & Friends: Anniversary
166,Family & Friends: Anniversary: Happy Anniversary,Happy-Anniversary,,Family & Friends,Anniversary,Happy Anniversary,3.000000,False,False,False,False,False,False,False,False,False,,906,Family & Friends: Anniversary
910,Family & Friends: Baby & Kids,Baby-And-Kids,,Family & Friends,Baby & Kids,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
979,Family & Friends: Baby & Kids: Babies,Babies,,Family & Friends,Baby & Kids,Babies,3.000000,False,False,False,False,False,False,False,False,False,,910,Family & Friends: Baby & Kids
172,Family & Friends: Baby & Kids: Storks,Storks,,Family & Friends,Baby & Kids,Storks,3.000000,False,False,False,False,False,False,False,False,False,,910,Family & Friends: Baby & Kids
353,Family & Friends: Baby & Kids: Teddy Bears,Teddy-Bears,,Family & Friends,Baby & Kids,Teddy Bears,3.000000,False,False,False,False,False,False,False,False,False,,910,Family & Friends: Baby & Kids
908,Family & Friends: Back to School,Back-To-School,,Family & Friends,Back to School,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
990,Family & Friends: Baptism,Baptism,,Family & Friends,Baptism,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
907,Family & Friends: Birthday,Birthday,,Family & Friends,Birthday,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
983,Family & Friends: Family,Family,,Family & Friends,Family,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
982,Family & Friends: First Communion,First-Communion,,Family & Friends,First Communion,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
977,Family & Friends: Friends,Friends,,Family & Friends,Friends,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
912,Family & Friends: Graduation,Graduation,,Family & Friends,Graduation,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
291,Family & Friends: Graduation: Celebrate,Celebrate,,Family & Friends,Graduation,Celebrate,3.000000,False,False,False,False,False,False,False,False,False,,912,Family & Friends: Graduation
475,Family & Friends: Graduation: Congrats,Congrats,,Family & Friends,Graduation,Congrats,3.000000,False,False,False,False,False,False,False,False,False,,912,Family & Friends: Graduation
976,Family & Friends: Grandparents,Grandparents,,Family & Friends,Grandparents,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
909,Family & Friends: Wedding,Wedding,,Family & Friends,Wedding,,2.000000,False,True,False,False,False,False,False,False,False,,525,Family & Friends
784,Fantasy,Fantasy,,Fantasy,,,1.000000,False,False,False,False,True,True,True,True,True,,,
856,Fantasy: Fairies,Fairies,,Fantasy,Fairies,,2.000000,False,False,False,False,True,True,True,False,True,,784,Fantasy
731,Fantasy: Mermaids,Mermaids,,Fantasy,Mermaids,,2.000000,False,False,False,False,True,True,False,False,False,,784,Fantasy
987,Fantasy: Moon,Moon,,Fantasy,Moon,,2.000000,False,False,False,False,True,True,True,True,False,,784,Fantasy
786,Fantasy: Unicorns,Unicorns,,Fantasy,Unicorns,,2.000000,False,False,False,False,True,True,True,True,False,,784,Fantasy
997,Features,Features,Ignore for Theme Selection,Features,,,1.000000,False,False,False,True,True,True,True,True,True,,,
1656,Features: Environmentally Friendly,environmentally-friendly,Ignore for Theme Selection,Features,Environmentally Friendly,,2.000000,False,False,False,True,True,True,True,True,True,,997,Features
1004,Features: Glittertrends,glittertrends,Ignore for Theme Selection,Features,Glittertrends,,2.000000,False,False,False,True,True,True,True,True,True,,997,Features
1005,Features: Premiersoft,premiersoft,Ignore for Theme Selection,Features,Premiersoft,,2.000000,False,False,False,True,True,True,True,True,True,,997,Features
1006,Features: Printed In The Usa,printed-in-the-usa,Ignore for Theme Selection,Features,Printed In The Usa,,2.000000,False,False,False,True,True,True,True,True,True,,997,Features
1007,Features: Reversible,reversible,Ignore for Theme Selection,Features,Reversible,,2.000000,False,False,False,True,True,True,True,True,True,,997,Features
1008,Features: Suedereflections,suedereflections,Ignore for Theme Selection,Features,Suedereflections,,2.000000,False,False,False,True,True,True,True,True,True,,997,Features
936,First Responders,First-Responders,,First Responders,,,1.000000,False,False,False,False,False,False,False,False,False,,,
863,First Responders: Correctional Officers,Correctional,,First Responders,Correctional Officers,,2.000000,False,False,False,False,False,False,False,False,False,,936,First Responders
866,First Responders: Dispatchers,Dispatcher,,First Responders,Dispatchers,,2.000000,False,False,False,False,False,False,False,False,False,,936,First Responders
864,First Responders: Emergency Medical Services,Emergency,,First Responders,Emergency Medical Services,,2.000000,False,False,False,False,False,False,False,False,False,,936,First Responders
191,First Responders: Fire Department,Fire-fighter,,First Responders,Fire Department,,2.000000,False,False,False,False,False,False,False,False,False,,936,First Responders
726,First Responders: Police Department,Police-officer,,First Responders,Police Department,,2.000000,False,False,False,False,False,False,False,False,False,,936,First Responders
865,First Responders: Security Professionals,Security,,First Responders,Security Professionals,,2.000000,False,False,False,False,False,False,False,False,False,,936,First Responders
861,First Responders: Women in Emergency Services,Women-first-responder,,First Responders,Women in Emergency Services,,2.000000,False,False,False,False,False,False,False,False,False,,936,First Responders
445,Flowers,Flowers,,Flowers,,,1.000000,False,False,False,False,True,True,True,True,True,,,
940,Flowers: Holiday Flowers,Holiday-Flowers,,Flowers,Holiday Flowers,,2.000000,False,False,False,False,False,False,False,True,True,,445,Flowers
447,Flowers: Holiday Flowers: Amaryllis,Amaryllis,,Flowers,Holiday Flowers,Amaryllis,3.000000,False,False,False,False,False,False,False,True,True,,940,Flowers: Holiday Flowers
667,Flowers: Holiday Flowers: Christmas Flowers,Christmas-Flowers,,Flowers,Holiday Flowers,Christmas Flowers,3.000000,False,False,False,False,False,False,False,True,True,,940,Flowers: Holiday Flowers
627,Flowers: Holiday Flowers: Easter Lilies,Easter-Lilies,,Flowers,Holiday Flowers,Easter Lilies,3.000000,False,False,False,False,True,False,False,False,False,,940,Flowers: Holiday Flowers
232,Flowers: Holiday Flowers: Poinsettias,Poinsettias,,Flowers,Holiday Flowers,Poinsettias,3.000000,False,False,False,False,False,False,False,True,True,,940,Flowers: Holiday Flowers
937,Flowers: Spring Flowers,Spring-Flowers,,Flowers,Spring Flowers,,2.000000,False,False,False,False,True,True,True,True,True,,445,Flowers
611,Flowers: Spring Flowers: Apple Blossoms,Apple-Blossoms,,Flowers,Spring Flowers,Apple Blossoms,3.000000,False,False,False,False,True,False,False,False,False,,937,Flowers: Spring Flowers
441,Flowers: Spring Flowers: Azaleas,Azaleas,,Flowers,Spring Flowers,Azaleas,3.000000,False,False,False,False,False,False,False,False,False,,937,Flowers: Spring Flowers
614,Flowers: Spring Flowers: Bluebells,Bluebells,,Flowers,Spring Flowers,Bluebells,3.000000,False,False,False,False,False,False,False,False,False,,937,Flowers: Spring Flowers
620,Flowers: Spring Flowers: Cherry Blossoms,Cherry-Blossoms,,Flowers,Spring Flowers,Cherry Blossoms,3.000000,False,False,False,False,True,False,False,False,False,,937,Flowers: Spring Flowers
623,Flowers: Spring Flowers: Crocuses,Crocuses,,Flowers,Spring Flowers,Crocuses,3.000000,False,False,False,False,False,False,False,False,False,,937,Flowers: Spring Flowers
412,Flowers: Spring Flowers: Daffodils,Daffodils,,Flowers,Spring Flowers,Daffodils,3.000000,False,False,False,False,True,False,False,False,False,,937,Flowers: Spring Flowers
628,Flowers: Spring Flowers: Forget Me Nots,Forget-Me-Nots,,Flowers,Spring Flowers,Forget Me Nots,3.000000,False,False,False,False,True,True,False,False,False,,937,Flowers: Spring Flowers
435,Flowers: Spring Flowers: Hibiscus,Hibiscus,,Flowers,Spring Flowers,Hibiscus,3.000000,False,False,False,False,False,True,False,False,False,,937,Flowers: Spring Flowers
440,Flowers: Spring Flowers: Hyacinths,Hyacinths,,Flowers,Spring Flowers,Hyacinths,3.000000,False,False,False,False,True,False,False,False,False,,937,Flowers: Spring Flowers
431,Flowers: Spring Flowers: Hydrangeas,Hydrangeas,,Flowers,Spring Flowers,Hydrangeas,3.000000,False,False,False,False,True,True,True,False,False,,937,Flowers: Spring Flowers
409,Flowers: Spring Flowers: Irises,Irises,,Flowers,Spring Flowers,Irises,3.000000,False,False,False,False,True,True,False,False,False,,937,Flowers: Spring Flowers
426,Flowers: Spring Flowers: Lilacs,Lilacs,,Flowers,Spring Flowers,Lilacs,3.000000,False,False,False,False,True,True,False,False,False,,937,Flowers: Spring Flowers
410,Flowers: Spring Flowers: Lilies,Lilies,,Flowers,Spring Flowers,Lilies,3.000000,False,False,False,False,True,True,False,False,False,,937,Flowers: Spring Flowers
425,Flowers: Spring Flowers: Magnolias,Magnolias,,Flowers,Spring Flowers,Magnolias,3.000000,False,False,False,False,True,True,False,False,False,,937,Flowers: Spring Flowers
432,Flowers: Spring Flowers: Pansies,Pansies,,Flowers,Spring Flowers,Pansies,3.000000,False,False,False,False,True,True,False,False,False,,937,Flowers: Spring Flowers
438,Flowers: Spring Flowers: Peonies,Peonies,,Flowers,Spring Flowers,Peonies,3.000000,False,False,False,False,True,True,True,False,False,,937,Flowers: Spring Flowers
421,Flowers: Spring Flowers: Roses,Roses,,Flowers,Spring Flowers,Roses,3.000000,False,False,False,False,True,True,True,True,True,,937,Flowers: Spring Flowers
411,Flowers: Spring Flowers: Tulips,Tulips,,Flowers,Spring Flowers,Tulips,3.000000,False,False,False,False,True,True,False,False,False,,937,Flowers: Spring Flowers
646,Flowers: Spring Flowers: Violets,Violets,,Flowers,Spring Flowers,Violets,3.000000,False,False,False,False,True,True,False,False,False,,937,Flowers: Spring Flowers
938,Flowers: Summer & Fall Flowers,Summer-Fall-Flowers,,Flowers,Summer & Fall Flowers,,2.000000,False,False,False,False,True,True,True,False,False,,445,Flowers
612,Flowers: Summer & Fall Flowers: Asters,Asters,,Flowers,Summer & Fall Flowers,Asters,3.000000,False,False,False,False,False,False,True,False,False,,938,Flowers: Summer & Fall Flowers
613,Flowers: Summer & Fall Flowers: Black-Eyed Susans,Black-Eyed-Susans,,Flowers,Summer & Fall Flowers,Black-Eyed Susans,3.000000,False,False,False,False,True,True,True,False,False,,938,Flowers: Summer & Fall Flowers
617,Flowers: Summer & Fall Flowers: Butterfly Bush,Butterfly-Bush,,Flowers,Summer & Fall Flowers,Butterfly Bush,3.000000,False,False,False,False,False,False,False,False,False,,938,Flowers: Summer & Fall Flowers
619,Flowers: Summer & Fall Flowers: Carnations,Carnations,,Flowers,Summer & Fall Flowers,Carnations,3.000000,False,False,False,False,False,True,False,False,False,,938,Flowers: Summer & Fall Flowers
419,Flowers: Summer & Fall Flowers: Clematis,Clematis,,Flowers,Summer & Fall Flowers,Clematis,3.000000,False,False,False,False,False,False,False,False,False,,938,Flowers: Summer & Fall Flowers
429,Flowers: Summer & Fall Flowers: Cone Flowers,Cone-Flowers,,Flowers,Summer & Fall Flowers,Cone Flowers,3.000000,False,False,False,False,True,True,False,False,False,,938,Flowers: Summer & Fall Flowers
713,Flowers: Summer & Fall Flowers: Cosmos,Cosmos,,Flowers,Summer & Fall Flowers,Cosmos,3.000000,False,False,False,False,True,True,False,False,False,,938,Flowers: Summer & Fall Flowers
436,Flowers: Summer & Fall Flowers: Dahlias,Dahlias,,Flowers,Summer & Fall Flowers,Dahlias,3.000000,False,False,False,False,False,False,True,False,False,,938,Flowers: Summer & Fall Flowers
408,Flowers: Summer & Fall Flowers: Daisies,Daisies,,Flowers,Summer & Fall Flowers,Daisies,3.000000,False,False,False,False,True,True,True,False,False,,938,Flowers: Summer & Fall Flowers
